press1,press2,press3,press4
0.0,0.12019749579313656,0.5463655963734427,1.0
0.0,0.12373754695259026,0.5457037356143726,1.0
0.0,0.18234934391588487,0.4755957737709909,1.0
0.0,0.18274886792951245,0.5227200747724761,1.0
0.0,0.16735649399920496,0.5810423060425928,1.0
0.0,0.19428510665836818,0.6532593139177482,1.0
0.0,0.17105575276333107,0.4845659799923105,1.0
0.0,0.16110849686980558,0.6162949319468276,1.0
0.0,0.19412098646613746,0.483209112625429,1.0
0.0,0.19159665520774793,0.4865908695958439,1.0
0.0,0.1312971972830467,0.6128308765576778,1.0
0.0,0.12009941440678872,0.4718330635697122,1.0
0.0,0.1815596749314093,0.6288093504642704,1.0
0.0,0.12067532677942668,0.4830802045362973,1.0
0.0,0.1263091196875692,0.5597675257666981,1.0
0.0,0.1802829150543508,0.5466991061028017,1.0
0.0,0.1589366324812505,0.4903078589490583,1.0
0.0,0.1301206238864892,0.5683490698283503,1.0
0.0,0.16906363377557265,0.4841830082279378,1.0
0.0,0.1936830401141092,0.49207830719158807,1.0
0.0,0.17720380296721677,0.6451912943837002,1.0
0.0,0.1553692586671644,0.6317627288011443,1.0
0.0,0.1859341086138831,0.4708691098344546,1.0
0.0,0.15076631062455015,0.5633358848944897,1.0
0.0,0.13308196002554784,0.663441402428653,1.0
0.0,0.12475221578146051,0.6548864557612538,1.0
0.0,0.1372345886132689,0.6357304806330376,1.0
0.0,0.15784113772735414,0.5424774415574212,1.0
0.0,0.11491374311994067,0.5621443946747657,1.0
0.0,0.1902577888061106,0.585980402917174,1.0
0.0,0.15906713566573938,0.5138873676780118,1.0
0.0,0.1783775960827238,0.4709157351715983,1.0
0.0,0.17496563694105072,0.5295588972934562,1.0
0.0,0.1444780004057905,0.6311766819043878,1.0
0.0,0.17745291662925433,0.6136724324529039,1.0
0.0,0.1687052128847356,0.4753428921059107,1.0
0.0,0.14800082013005408,0.4826585209263041,1.0
0.0,0.12339731568648704,0.5172586076428913,1.0
0.0,0.19262977166755815,0.6493202921350467,1.0
0.0,0.14333765883966995,0.655354925237644,1.0
0.0,0.12096896984266847,0.5289105093118973,1.0
0.0,0.17746130637837704,0.5430025160615837,1.0
0.0,0.13411009991299766,0.4701856829364965,1.0
0.0,0.16196152310768794,0.528684147345645,1.0
0.0,0.17124211050108326,0.598431119310783,1.0
0.0,0.11507610829026592,0.5501240564124467,1.0
0.0,0.11963516368318936,0.5946800691214114,1.0
0.0,0.16398368788947512,0.5588104231094729,1.0
0.0,0.155588406807983,0.6323472366984433,1.0
0.0,0.12521888060438102,0.6513721013373744,1.0
